"01180: Kommunestyrevalget. Godkjente stemmer, etter region, politisk parti, statistikkvariabel og fireårlig"

"region";"politisk parti";"Godkjente stemmer 2023"
"4032 Fyresdal";"Fellesliste Kristelig folkeparti";0
"4032 Fyresdal";"Fellesliste Høyre";0
"4032 Fyresdal";"Fellesliste Senterpartiet";0
"4032 Fyresdal";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4032 Fyresdal";"Fellesliste Det nye Folkepartiet";0
"4032 Fyresdal";"Borgerlige felleslister";0
"4032 Fyresdal";"Lokale lister";0
"4032 Fyresdal";"Andre lister";0
"4034 Tokke";"Arbeiderpartiet";344
"4034 Tokke";"Fremskrittspartiet";0
"4034 Tokke";"Høyre";136
"4034 Tokke";"Kristelig Folkeparti";48
"4034 Tokke";"Miljøpartiet de Grønne";79
"4034 Tokke";"Rødt";0
"4034 Tokke";"Senterpartiet";523
"4034 Tokke";"Sosialistisk Venstreparti";66
"4034 Tokke";"Venstre";0
"4034 Tokke";"Abort-motstandernes liste";0
"4034 Tokke";"Anders Langes parti (1973)";0
"4034 Tokke";"Barn/Eldre";0
"4034 Tokke";"Bondepartiet (-1959)";0
"4034 Tokke";"Demokratene i Norge";0
"4034 Tokke";"Det Liberale Folkepartiet";0
"4034 Tokke";"Det nye Folkepartiet (1973-1977)";0
"4034 Tokke";"Det Politiske Parti";0
"4034 Tokke";"Ensliges parti";0
"4034 Tokke";"Fedrelandspartiet";0
"4034 Tokke";"Felles framtid";0
"4034 Tokke";"Folkeaksjonen Fremtid for Finnmark";0
"4034 Tokke";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4034 Tokke";"Folkemakten";0
"4034 Tokke";"Frie Folkevalgte";0
"4034 Tokke";"Frihetspartiet";0
"4034 Tokke";"Fylkeslistene for miljø og solidaritet";0
"4034 Tokke";"Hjelp fremmedkulturelle hjem ellers ...";0
"4034 Tokke";"Hvit Valgallianse";0
"4034 Tokke";"Kristent konservativt parti";0
"4034 Tokke";"Kristent Samlingsparti";0
"4034 Tokke";"Kvinnenes frie folkevalgte";0
"4034 Tokke";"Kystpartiet";0
"4034 Tokke";"Naturlovpartiet";0
"4034 Tokke";"Norges demokratiske parti";0
"4034 Tokke";"Norges Kommunistiske Parti";0
"4034 Tokke";"Norsk Folkeparti";0
"4034 Tokke";"Norsk Sosialdemokratisk parti";0
"4034 Tokke";"Partiet De Kristne";0
"4034 Tokke";"Pensjonistpartiet";0
"4034 Tokke";"Piratpartiet";0
"4034 Tokke";"Rettferdighetspartiet";0
"4034 Tokke";"Rød valgallianse (1973-2007)";0
"4034 Tokke";"Samefolkets liste";0
"4034 Tokke";"Samfunnspartiet";0
"4034 Tokke";"Samlingspartiet (Ny Fremtid)";0
"4034 Tokke";"Sogn og Fjordane fisker- og småbrukerparti";0
"4034 Tokke";"Sosialdemokratene";0
"4034 Tokke";"Sosialistisk Folkeparti (1961-1969)";0
"4034 Tokke";"Sosialistisk Valgforbund (1973)";0
"4034 Tokke";"Stopp Innvandringen";0
"4034 Tokke";"Sykehus til Alta";0
"4034 Tokke";"Tverrpolitisk kyst og distriktsparti";0
"4034 Tokke";"Felleslister";0
"4034 Tokke";"Fellesliste Venstre";0
"4034 Tokke";"Fellesliste Bondepartiet";0
"4034 Tokke";"Fellesliste Kristelig folkeparti";0
"4034 Tokke";"Fellesliste Høyre";0
"4034 Tokke";"Fellesliste Senterpartiet";0
"4034 Tokke";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4034 Tokke";"Fellesliste Det nye Folkepartiet";0
"4034 Tokke";"Borgerlige felleslister";0
"4034 Tokke";"Lokale lister";0
"4034 Tokke";"Andre lister";0
"4036 Vinje";"Arbeiderpartiet";252
"4036 Vinje";"Fremskrittspartiet";78
"4036 Vinje";"Høyre";117
"4036 Vinje";"Kristelig Folkeparti";0
"4036 Vinje";"Miljøpartiet de Grønne";0
"4036 Vinje";"Rødt";0
"4036 Vinje";"Senterpartiet";627
"4036 Vinje";"Sosialistisk Venstreparti";284
"4036 Vinje";"Venstre";0
"4036 Vinje";"Abort-motstandernes liste";0
"4036 Vinje";"Anders Langes parti (1973)";0
"4036 Vinje";"Barn/Eldre";0
"4036 Vinje";"Bondepartiet (-1959)";0
"4036 Vinje";"Demokratene i Norge";0
"4036 Vinje";"Det Liberale Folkepartiet";0
"4036 Vinje";"Det nye Folkepartiet (1973-1977)";0
"4036 Vinje";"Det Politiske Parti";0
"4036 Vinje";"Ensliges parti";0
"4036 Vinje";"Fedrelandspartiet";0
"4036 Vinje";"Felles framtid";0
"4036 Vinje";"Folkeaksjonen Fremtid for Finnmark";0
"4036 Vinje";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4036 Vinje";"Folkemakten";0
"4036 Vinje";"Frie Folkevalgte";0
"4036 Vinje";"Frihetspartiet";0
"4036 Vinje";"Fylkeslistene for miljø og solidaritet";0
"4036 Vinje";"Hjelp fremmedkulturelle hjem ellers ...";0
"4036 Vinje";"Hvit Valgallianse";0
"4036 Vinje";"Kristent konservativt parti";0
"4036 Vinje";"Kristent Samlingsparti";0
"4036 Vinje";"Kvinnenes frie folkevalgte";0
"4036 Vinje";"Kystpartiet";0
"4036 Vinje";"Naturlovpartiet";0
"4036 Vinje";"Norges demokratiske parti";0
"4036 Vinje";"Norges Kommunistiske Parti";0
"4036 Vinje";"Norsk Folkeparti";0
"4036 Vinje";"Norsk Sosialdemokratisk parti";0
"4036 Vinje";"Partiet De Kristne";0
"4036 Vinje";"Pensjonistpartiet";0
"4036 Vinje";"Piratpartiet";0
"4036 Vinje";"Rettferdighetspartiet";0
"4036 Vinje";"Rød valgallianse (1973-2007)";0
"4036 Vinje";"Samefolkets liste";0
"4036 Vinje";"Samfunnspartiet";0
"4036 Vinje";"Samlingspartiet (Ny Fremtid)";0
"4036 Vinje";"Sogn og Fjordane fisker- og småbrukerparti";0
"4036 Vinje";"Sosialdemokratene";0
"4036 Vinje";"Sosialistisk Folkeparti (1961-1969)";0
"4036 Vinje";"Sosialistisk Valgforbund (1973)";0
"4036 Vinje";"Stopp Innvandringen";0
"4036 Vinje";"Sykehus til Alta";0
"4036 Vinje";"Tverrpolitisk kyst og distriktsparti";0
"4036 Vinje";"Felleslister";0
"4036 Vinje";"Fellesliste Venstre";0
"4036 Vinje";"Fellesliste Bondepartiet";0
"4036 Vinje";"Fellesliste Kristelig folkeparti";0
"4036 Vinje";"Fellesliste Høyre";0
"4036 Vinje";"Fellesliste Senterpartiet";0
"4036 Vinje";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4036 Vinje";"Fellesliste Det nye Folkepartiet";0
"4036 Vinje";"Borgerlige felleslister";0
"4036 Vinje";"Lokale lister";282
"4036 Vinje";"Andre lister";331
"4201 Risør";"Arbeiderpartiet";1193
"4201 Risør";"Fremskrittspartiet";315
"4201 Risør";"Høyre";1199
"4201 Risør";"Kristelig Folkeparti";0
"4201 Risør";"Miljøpartiet de Grønne";0
"4201 Risør";"Rødt";343
"4201 Risør";"Senterpartiet";146
"4201 Risør";"Sosialistisk Venstreparti";0
"4201 Risør";"Venstre";460
"4201 Risør";"Abort-motstandernes liste";0
"4201 Risør";"Anders Langes parti (1973)";0
"4201 Risør";"Barn/Eldre";0
"4201 Risør";"Bondepartiet (-1959)";0
"4201 Risør";"Demokratene i Norge";0
"4201 Risør";"Det Liberale Folkepartiet";0
"4201 Risør";"Det nye Folkepartiet (1973-1977)";0
"4201 Risør";"Det Politiske Parti";0
"4201 Risør";"Ensliges parti";0
"4201 Risør";"Fedrelandspartiet";0
"4201 Risør";"Felles framtid";0
"4201 Risør";"Folkeaksjonen Fremtid for Finnmark";0
"4201 Risør";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4201 Risør";"Folkemakten";0
"4201 Risør";"Frie Folkevalgte";0
"4201 Risør";"Frihetspartiet";0
"4201 Risør";"Fylkeslistene for miljø og solidaritet";0
"4201 Risør";"Hjelp fremmedkulturelle hjem ellers ...";0
"4201 Risør";"Hvit Valgallianse";0
"4201 Risør";"Kristent konservativt parti";0
"4201 Risør";"Kristent Samlingsparti";0
"4201 Risør";"Kvinnenes frie folkevalgte";0
"4201 Risør";"Kystpartiet";0
"4201 Risør";"Naturlovpartiet";0
"4201 Risør";"Norges demokratiske parti";0
"4201 Risør";"Norges Kommunistiske Parti";0
"4201 Risør";"Norsk Folkeparti";0
"4201 Risør";"Norsk Sosialdemokratisk parti";0
"4201 Risør";"Partiet De Kristne";0
"4201 Risør";"Pensjonistpartiet";0
"4201 Risør";"Piratpartiet";0
"4201 Risør";"Rettferdighetspartiet";0
"4201 Risør";"Rød valgallianse (1973-2007)";0
"4201 Risør";"Samefolkets liste";0
"4201 Risør";"Samfunnspartiet";0
"4201 Risør";"Samlingspartiet (Ny Fremtid)";0
"4201 Risør";"Sogn og Fjordane fisker- og småbrukerparti";0
"4201 Risør";"Sosialdemokratene";0
"4201 Risør";"Sosialistisk Folkeparti (1961-1969)";0
"4201 Risør";"Sosialistisk Valgforbund (1973)";0
"4201 Risør";"Stopp Innvandringen";0
"4201 Risør";"Sykehus til Alta";0
"4201 Risør";"Tverrpolitisk kyst og distriktsparti";0
"4201 Risør";"Felleslister";0
"4201 Risør";"Fellesliste Venstre";0
"4201 Risør";"Fellesliste Bondepartiet";0
"4201 Risør";"Fellesliste Kristelig folkeparti";0
"4201 Risør";"Fellesliste Høyre";0
"4201 Risør";"Fellesliste Senterpartiet";0
"4201 Risør";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4201 Risør";"Fellesliste Det nye Folkepartiet";0
"4201 Risør";"Borgerlige felleslister";0
"4201 Risør";"Lokale lister";0
"4201 Risør";"Andre lister";0
"4202 Grimstad";"Arbeiderpartiet";2117
"4202 Grimstad";"Fremskrittspartiet";1253
"4202 Grimstad";"Høyre";2798
"4202 Grimstad";"Kristelig Folkeparti";1490
"4202 Grimstad";"Miljøpartiet de Grønne";292
"4202 Grimstad";"Rødt";239
"4202 Grimstad";"Senterpartiet";734
"4202 Grimstad";"Sosialistisk Venstreparti";841
"4202 Grimstad";"Venstre";666
"4202 Grimstad";"Abort-motstandernes liste";0
"4202 Grimstad";"Anders Langes parti (1973)";0
"4202 Grimstad";"Barn/Eldre";0
"4202 Grimstad";"Bondepartiet (-1959)";0
"4202 Grimstad";"Demokratene i Norge";0
"4202 Grimstad";"Det Liberale Folkepartiet";0
"4202 Grimstad";"Det nye Folkepartiet (1973-1977)";0
"4202 Grimstad";"Det Politiske Parti";0
"4202 Grimstad";"Ensliges parti";0
"4202 Grimstad";"Fedrelandspartiet";0
"4202 Grimstad";"Felles framtid";0
"4202 Grimstad";"Folkeaksjonen Fremtid for Finnmark";0
"4202 Grimstad";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4202 Grimstad";"Folkemakten";0
"4202 Grimstad";"Frie Folkevalgte";0
"4202 Grimstad";"Frihetspartiet";0
"4202 Grimstad";"Fylkeslistene for miljø og solidaritet";0
"4202 Grimstad";"Hjelp fremmedkulturelle hjem ellers ...";0
"4202 Grimstad";"Hvit Valgallianse";0
"4202 Grimstad";"Kristent konservativt parti";0
"4202 Grimstad";"Kristent Samlingsparti";0
"4202 Grimstad";"Kvinnenes frie folkevalgte";0
"4202 Grimstad";"Kystpartiet";0
"4202 Grimstad";"Naturlovpartiet";0
"4202 Grimstad";"Norges demokratiske parti";0
"4202 Grimstad";"Norges Kommunistiske Parti";0
"4202 Grimstad";"Norsk Folkeparti";0
"4202 Grimstad";"Norsk Sosialdemokratisk parti";0
"4202 Grimstad";"Partiet De Kristne";0
"4202 Grimstad";"Pensjonistpartiet";0
"4202 Grimstad";"Piratpartiet";0
"4202 Grimstad";"Rettferdighetspartiet";0
"4202 Grimstad";"Rød valgallianse (1973-2007)";0
"4202 Grimstad";"Samefolkets liste";0
"4202 Grimstad";"Samfunnspartiet";0
"4202 Grimstad";"Samlingspartiet (Ny Fremtid)";0
"4202 Grimstad";"Sogn og Fjordane fisker- og småbrukerparti";0
"4202 Grimstad";"Sosialdemokratene";0
"4202 Grimstad";"Sosialistisk Folkeparti (1961-1969)";0
"4202 Grimstad";"Sosialistisk Valgforbund (1973)";0
"4202 Grimstad";"Stopp Innvandringen";0
"4202 Grimstad";"Sykehus til Alta";0
"4202 Grimstad";"Tverrpolitisk kyst og distriktsparti";0
"4202 Grimstad";"Felleslister";0
"4202 Grimstad";"Fellesliste Venstre";0
"4202 Grimstad";"Fellesliste Bondepartiet";0
"4202 Grimstad";"Fellesliste Kristelig folkeparti";0
"4202 Grimstad";"Fellesliste Høyre";0
"4202 Grimstad";"Fellesliste Senterpartiet";0
"4202 Grimstad";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4202 Grimstad";"Fellesliste Det nye Folkepartiet";0
"4202 Grimstad";"Borgerlige felleslister";0
"4202 Grimstad";"Lokale lister";0
"4202 Grimstad";"Andre lister";1032
"4203 Arendal";"Arbeiderpartiet";6688
"4203 Arendal";"Fremskrittspartiet";3722
"4203 Arendal";"Høyre";3761
"4203 Arendal";"Kristelig Folkeparti";1131
"4203 Arendal";"Miljøpartiet de Grønne";311
"4203 Arendal";"Rødt";526
"4203 Arendal";"Senterpartiet";669
"4203 Arendal";"Sosialistisk Venstreparti";2548
"4203 Arendal";"Venstre";736
"4203 Arendal";"Abort-motstandernes liste";0
"4203 Arendal";"Anders Langes parti (1973)";0
"4203 Arendal";"Barn/Eldre";0
"4203 Arendal";"Bondepartiet (-1959)";0
"4203 Arendal";"Demokratene i Norge";0
"4203 Arendal";"Det Liberale Folkepartiet";0
"4203 Arendal";"Det nye Folkepartiet (1973-1977)";0
"4203 Arendal";"Det Politiske Parti";0
"4203 Arendal";"Ensliges parti";0
"4203 Arendal";"Fedrelandspartiet";0
"4203 Arendal";"Felles framtid";0
"4203 Arendal";"Folkeaksjonen Fremtid for Finnmark";0
"4203 Arendal";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4203 Arendal";"Folkemakten";0
"4203 Arendal";"Frie Folkevalgte";0
"4203 Arendal";"Frihetspartiet";0
"4203 Arendal";"Fylkeslistene for miljø og solidaritet";0
"4203 Arendal";"Hjelp fremmedkulturelle hjem ellers ...";0
"4203 Arendal";"Hvit Valgallianse";0
"4203 Arendal";"Kristent konservativt parti";0
"4203 Arendal";"Kristent Samlingsparti";0
"4203 Arendal";"Kvinnenes frie folkevalgte";0
"4203 Arendal";"Kystpartiet";0
"4203 Arendal";"Naturlovpartiet";0
"4203 Arendal";"Norges demokratiske parti";0
"4203 Arendal";"Norges Kommunistiske Parti";0
"4203 Arendal";"Norsk Folkeparti";0
"4203 Arendal";"Norsk Sosialdemokratisk parti";0
"4203 Arendal";"Partiet De Kristne";0
"4203 Arendal";"Pensjonistpartiet";519
"4203 Arendal";"Piratpartiet";0
"4203 Arendal";"Rettferdighetspartiet";0
"4203 Arendal";"Rød valgallianse (1973-2007)";0
"4203 Arendal";"Samefolkets liste";0
"4203 Arendal";"Samfunnspartiet";0
"4203 Arendal";"Samlingspartiet (Ny Fremtid)";0
"4203 Arendal";"Sogn og Fjordane fisker- og småbrukerparti";0
"4203 Arendal";"Sosialdemokratene";0
"4203 Arendal";"Sosialistisk Folkeparti (1961-1969)";0
"4203 Arendal";"Sosialistisk Valgforbund (1973)";0
"4203 Arendal";"Stopp Innvandringen";0
"4203 Arendal";"Sykehus til Alta";0
"4203 Arendal";"Tverrpolitisk kyst og distriktsparti";0
"4203 Arendal";"Felleslister";0
"4203 Arendal";"Fellesliste Venstre";0
"4203 Arendal";"Fellesliste Bondepartiet";0
"4203 Arendal";"Fellesliste Kristelig folkeparti";0
"4203 Arendal";"Fellesliste Høyre";0
"4203 Arendal";"Fellesliste Senterpartiet";0
"4203 Arendal";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4203 Arendal";"Fellesliste Det nye Folkepartiet";0
"4203 Arendal";"Borgerlige felleslister";0
"4203 Arendal";"Lokale lister";692
"4203 Arendal";"Andre lister";510
"4204 Kristiansand";"Arbeiderpartiet";8050
"4204 Kristiansand";"Fremskrittspartiet";5189
"4204 Kristiansand";"Høyre";16594
"4204 Kristiansand";"Kristelig Folkeparti";6982
"4204 Kristiansand";"Miljøpartiet de Grønne";2396
"4204 Kristiansand";"Rødt";1609
"4204 Kristiansand";"Senterpartiet";1516
"4204 Kristiansand";"Sosialistisk Venstreparti";3523
"4204 Kristiansand";"Venstre";2555
"4204 Kristiansand";"Abort-motstandernes liste";0
"4204 Kristiansand";"Anders Langes parti (1973)";0
"4204 Kristiansand";"Barn/Eldre";0
"4204 Kristiansand";"Bondepartiet (-1959)";0
"4204 Kristiansand";"Demokratene i Norge";0
"4204 Kristiansand";"Det Liberale Folkepartiet";0
"4204 Kristiansand";"Det nye Folkepartiet (1973-1977)";0
"4204 Kristiansand";"Det Politiske Parti";0
"4204 Kristiansand";"Ensliges parti";0
"4204 Kristiansand";"Fedrelandspartiet";0
"4204 Kristiansand";"Felles framtid";0
"4204 Kristiansand";"Folkeaksjonen Fremtid for Finnmark";0
"4204 Kristiansand";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4204 Kristiansand";"Folkemakten";0
"4204 Kristiansand";"Frie Folkevalgte";0
"4204 Kristiansand";"Frihetspartiet";0
"4204 Kristiansand";"Fylkeslistene for miljø og solidaritet";0
"4204 Kristiansand";"Hjelp fremmedkulturelle hjem ellers ...";0
"4204 Kristiansand";"Hvit Valgallianse";0
"4204 Kristiansand";"Kristent konservativt parti";0
"4204 Kristiansand";"Kristent Samlingsparti";0
"4204 Kristiansand";"Kvinnenes frie folkevalgte";0
"4204 Kristiansand";"Kystpartiet";0
"4204 Kristiansand";"Naturlovpartiet";0
"4204 Kristiansand";"Norges demokratiske parti";0
"4204 Kristiansand";"Norges Kommunistiske Parti";0
"4204 Kristiansand";"Norsk Folkeparti";0
"4204 Kristiansand";"Norsk Sosialdemokratisk parti";0
"4204 Kristiansand";"Partiet De Kristne";0
"4204 Kristiansand";"Pensjonistpartiet";2745
"4204 Kristiansand";"Piratpartiet";0
"4204 Kristiansand";"Rettferdighetspartiet";0
"4204 Kristiansand";"Rød valgallianse (1973-2007)";0
"4204 Kristiansand";"Samefolkets liste";0
"4204 Kristiansand";"Samfunnspartiet";0
"4204 Kristiansand";"Samlingspartiet (Ny Fremtid)";0
"4204 Kristiansand";"Sogn og Fjordane fisker- og småbrukerparti";0
"4204 Kristiansand";"Sosialdemokratene";0
"4204 Kristiansand";"Sosialistisk Folkeparti (1961-1969)";0
"4204 Kristiansand";"Sosialistisk Valgforbund (1973)";0
"4204 Kristiansand";"Stopp Innvandringen";0
"4204 Kristiansand";"Sykehus til Alta";0
"4204 Kristiansand";"Tverrpolitisk kyst og distriktsparti";0
"4204 Kristiansand";"Felleslister";0
"4204 Kristiansand";"Fellesliste Venstre";0
"4204 Kristiansand";"Fellesliste Bondepartiet";0
"4204 Kristiansand";"Fellesliste Kristelig folkeparti";0
"4204 Kristiansand";"Fellesliste Høyre";0
"4204 Kristiansand";"Fellesliste Senterpartiet";0
"4204 Kristiansand";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4204 Kristiansand";"Fellesliste Det nye Folkepartiet";0
"4204 Kristiansand";"Borgerlige felleslister";0
"4204 Kristiansand";"Lokale lister";1763
"4204 Kristiansand";"Andre lister";3899
"4205 Lindesnes";"Arbeiderpartiet";1444
"4205 Lindesnes";"Fremskrittspartiet";2848
"4205 Lindesnes";"Høyre";1878
"4205 Lindesnes";"Kristelig Folkeparti";1025
"4205 Lindesnes";"Miljøpartiet de Grønne";320
"4205 Lindesnes";"Rødt";185
"4205 Lindesnes";"Senterpartiet";603
"4205 Lindesnes";"Sosialistisk Venstreparti";795
"4205 Lindesnes";"Venstre";1796
"4205 Lindesnes";"Abort-motstandernes liste";0
"4205 Lindesnes";"Anders Langes parti (1973)";0
"4205 Lindesnes";"Barn/Eldre";0
"4205 Lindesnes";"Bondepartiet (-1959)";0
"4205 Lindesnes";"Demokratene i Norge";0
"4205 Lindesnes";"Det Liberale Folkepartiet";0
"4205 Lindesnes";"Det nye Folkepartiet (1973-1977)";0
"4205 Lindesnes";"Det Politiske Parti";0
"4205 Lindesnes";"Ensliges parti";0
"4205 Lindesnes";"Fedrelandspartiet";0
"4205 Lindesnes";"Felles framtid";0
"4205 Lindesnes";"Folkeaksjonen Fremtid for Finnmark";0
"4205 Lindesnes";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4205 Lindesnes";"Folkemakten";0
"4205 Lindesnes";"Frie Folkevalgte";0
"4205 Lindesnes";"Frihetspartiet";0
"4205 Lindesnes";"Fylkeslistene for miljø og solidaritet";0
"4205 Lindesnes";"Hjelp fremmedkulturelle hjem ellers ...";0
"4205 Lindesnes";"Hvit Valgallianse";0
"4205 Lindesnes";"Kristent konservativt parti";0
"4205 Lindesnes";"Kristent Samlingsparti";0
"4205 Lindesnes";"Kvinnenes frie folkevalgte";0
"4205 Lindesnes";"Kystpartiet";0
"4205 Lindesnes";"Naturlovpartiet";0
"4205 Lindesnes";"Norges demokratiske parti";0
"4205 Lindesnes";"Norges Kommunistiske Parti";0
"4205 Lindesnes";"Norsk Folkeparti";0
"4205 Lindesnes";"Norsk Sosialdemokratisk parti";0
"4205 Lindesnes";"Partiet De Kristne";0
"4205 Lindesnes";"Pensjonistpartiet";0
"4205 Lindesnes";"Piratpartiet";0
"4205 Lindesnes";"Rettferdighetspartiet";0
"4205 Lindesnes";"Rød valgallianse (1973-2007)";0
"4205 Lindesnes";"Samefolkets liste";0
"4205 Lindesnes";"Samfunnspartiet";0
"4205 Lindesnes";"Samlingspartiet (Ny Fremtid)";0
"4205 Lindesnes";"Sogn og Fjordane fisker- og småbrukerparti";0
"4205 Lindesnes";"Sosialdemokratene";0
"4205 Lindesnes";"Sosialistisk Folkeparti (1961-1969)";0
"4205 Lindesnes";"Sosialistisk Valgforbund (1973)";0
"4205 Lindesnes";"Stopp Innvandringen";0
"4205 Lindesnes";"Sykehus til Alta";0
"4205 Lindesnes";"Tverrpolitisk kyst og distriktsparti";0
"4205 Lindesnes";"Felleslister";0
"4205 Lindesnes";"Fellesliste Venstre";0
"4205 Lindesnes";"Fellesliste Bondepartiet";0
"4205 Lindesnes";"Fellesliste Kristelig folkeparti";0
"4205 Lindesnes";"Fellesliste Høyre";0
"4205 Lindesnes";"Fellesliste Senterpartiet";0
"4205 Lindesnes";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4205 Lindesnes";"Fellesliste Det nye Folkepartiet";0
"4205 Lindesnes";"Borgerlige felleslister";0
"4205 Lindesnes";"Lokale lister";0
"4205 Lindesnes";"Andre lister";1239
"4206 Farsund";"Arbeiderpartiet";881
"4206 Farsund";"Fremskrittspartiet";1723
"4206 Farsund";"Høyre";655
"4206 Farsund";"Kristelig Folkeparti";782
"4206 Farsund";"Miljøpartiet de Grønne";49
"4206 Farsund";"Rødt";0
"4206 Farsund";"Senterpartiet";380
"4206 Farsund";"Sosialistisk Venstreparti";270
"4206 Farsund";"Venstre";129
"4206 Farsund";"Abort-motstandernes liste";0
"4206 Farsund";"Anders Langes parti (1973)";0
"4206 Farsund";"Barn/Eldre";0
"4206 Farsund";"Bondepartiet (-1959)";0
"4206 Farsund";"Demokratene i Norge";0
"4206 Farsund";"Det Liberale Folkepartiet";0
"4206 Farsund";"Det nye Folkepartiet (1973-1977)";0
"4206 Farsund";"Det Politiske Parti";0
"4206 Farsund";"Ensliges parti";0
"4206 Farsund";"Fedrelandspartiet";0
"4206 Farsund";"Felles framtid";0
"4206 Farsund";"Folkeaksjonen Fremtid for Finnmark";0
"4206 Farsund";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4206 Farsund";"Folkemakten";0
"4206 Farsund";"Frie Folkevalgte";0
"4206 Farsund";"Frihetspartiet";0
"4206 Farsund";"Fylkeslistene for miljø og solidaritet";0
"4206 Farsund";"Hjelp fremmedkulturelle hjem ellers ...";0
"4206 Farsund";"Hvit Valgallianse";0
"4206 Farsund";"Kristent konservativt parti";0
"4206 Farsund";"Kristent Samlingsparti";0
"4206 Farsund";"Kvinnenes frie folkevalgte";0
"4206 Farsund";"Kystpartiet";0
"4206 Farsund";"Naturlovpartiet";0
"4206 Farsund";"Norges demokratiske parti";0
"4206 Farsund";"Norges Kommunistiske Parti";0
"4206 Farsund";"Norsk Folkeparti";0
"4206 Farsund";"Norsk Sosialdemokratisk parti";0
"4206 Farsund";"Partiet De Kristne";0
